90352d34	309	231
90353d31	362	219
90353d32	366	248
90354d30	317	206
90354d31	435	318
90355d30	316	273
90355d31	304	271
90356d31	295	288
90356d32	280	296
90357d31	325	261
90357d32	340	291
90358d33	308	240
90358d34	314	262
90359d31	287	275
90359d32	309	285
90363d31	327	205
90363d32	320	214
90364d32	338	250
90364d33	401	297
90365d32	337	234
90365d33	356	230
90366d29	319	245
90366d30	313	248
90367d63	294	286
90367d64	295	285
90367d65	309	307
90367d66	325	285
90368d65	353	278
90368d66	345	289
90368d67	327	198
90368d68	334	208
90369d30	327	230
90369d31	320	240
90370d31	306	243
90370d32	317	271
90371d34	307	316
90371d35	314	260
90372d31	297	313
90372d32	288	310
90373d34	392	253
90373d35	413	252
90374d31	397	284
90374d32	411	316
90375d32	369	255
90375d33	378	257
90376d34	335	244
90376d35	321	247
90377d37	334	168
90377d38	325	175
90378d31	313	280
90378d32	309	293
90379d29	320	206
90379d30	343	234
90380d33	309	206
90380d34	316	207
90381d33	334	236
90381d34	336	250
90382d32	284	245
90382d33	311	276
90385d31	308	296
90385d32	321	294
90386d28	334	282
90386d29	352	315
90387d31	313	253
90387d32	307	277
90388d31	341	186
90388d32	328	268
90389d32	333	255
90389d33	338	263
90390d33	302	259
90390d34	289	266
90391d32	317	183
90391d33	309	192
90392d32	323	229
90392d33	312	242
90393d34	326	258
90393d35	341	327
90394d33	319	269
90394d34	329	297
90402d34	322	247
90402d35	338	248
90403d34	336	298
90403d35	322	320
90404d34	356	234
90404d35	357	236
90405d34	382	264
90405d35	374	260
90406d34	360	259
90406d35	358	252
90407d34	338	259
90407d35	342	281
90410d54	321	295
90410d55	313	319
90411d54	316	311
90411d55	332	334
90416d54	317	255
90416d55	313	259
90417d54	322	239
90417d55	318	247
90418d54	332	203
90418d55	333	216
90419d54	329	200
90419d55	328	206
90420d54	373	289
90420d55	363	276
90421d54	391	263
90421d55	386	279
90422d44	385	245
90422d45	354	255
90423d44	362	270
90423d45	361	307
90424d44	355	228
90424d45	341	237
90425d44	373	300
90425d45	364	290
90426d44	343	246
90426d45	350	311
90427d44	361	276
90427d45	339	278
90428d44	361	248
90428d45	360	275
90429d43	364	242
90429d44	361	254
90430d44	348	242
90430d45	372	238
90431d44	338	231
90431d45	317	234
90432d44	348	242
90432d45	343	281
90433d44	323	280
90433d45	346	332
90434d44	336	250
90434d45	343	265
90435d44	367	261
90435d45	358	276
90438d44	354	315
90438d45	342	293
90439d38	354	275
90439d39	348	281
90440d43	371	235
90440d44	360	259
90441d44	352	242
90441d45	353	265
90442d43	350	267
90442d44	362	279
90443d44	372	229
90443d45	369	276
90451d43	306	184
90451d44	317	319
90452d43	362	315
90452d44	314	266
90453d233	325	282
90453d234	319	298
90454d42	350	296
90454d43	369	297
90455d43	340	307
90455d44	312	335
90456d44	390	242
90456d45	382	281
90457d44	336	291
90457d45	351	306
90458d44	347	302
90458d45	341	272
90459d34	360	247
90459d35	362	251
90460d34	326	295
90460d35	330	296
90463d34	278	242
90463d35	277	235
90464d34	318	219
90464d35	315	221
90466d32	353	184
90466d33	340	205
90467d32	289	251
90467d33	267	266
90468d34	363	303
90468d35	251	384
90469d30	321	258
90469d31	324	239
90470d34	342	271
90470d35	349	264
90471d34	347	252
90471d35	340	269
90472d34	321	262
90472d35	293	312
90473d34	306	292
90473d35	310	323
90474d34	331	196
90474d35	315	234
90475d34	335	264
90475d35	344	278
90476d32	349	227
90476d33	347	239
90477d34	299	212
90477d35	305	233
